time,x,y,yaw,v,w,left_rpm,right_rpm,ref_x,ref_y,ref_yaw,ref_v,ref_w,ref_left_rpm,ref_right_rpm
190.72,0.342802,-2.98515,1806.6,0.471988,0.15708,8.88998,9.98953,0.338569,-2.98083,1806.48,0.471239,0.15708,8.875,9.97456
190.73,0.347491,-2.98461,1806.69,0.471988,0.15708,8.88998,9.98953,0.343251,-2.9803,1806.57,0.471239,0.15708,8.875,9.97456
190.74,0.352179,-2.98406,1806.78,0.471988,0.15708,8.88998,9.98953,0.347932,-2.97976,1806.66,0.471239,0.15708,8.875,9.97456
190.75,0.356866,-2.9835,1806.87,0.471988,0.15708,8.88998,9.98953,0.352612,-2.97921,1806.75,0.471239,0.15708,8.875,9.97456
190.76,0.361552,-2.98294,1806.96,0.471988,0.15708,8.88998,9.98953,0.357291,-2.97865,1806.84,0.471239,0.15708,8.875,9.97456
190.77,0.366237,-2.98237,1807.05,0.471988,0.15708,8.88998,9.98953,0.36197,-2.97808,1806.93,0.471239,0.15708,8.875,9.97456
190.78,0.370921,-2.98179,1807.14,0.471988,0.15708,8.88998,9.98953,0.366647,-2.97751,1807.02,0.471239,0.15708,8.875,9.97456
190.79,0.375604,-2.9812,1807.23,0.471988,0.15708,8.88998,9.98953,0.371324,-2.97693,1807.11,0.471239,0.15708,8.875,9.97456
190.8,0.380287,-2.98061,1807.32,0.471988,0.15708,8.88998,9.98953,0.376,-2.97634,1807.2,0.471239,0.15708,8.875,9.97456
190.81,0.384968,-2.98001,1807.41,0.471988,0.15708,8.88998,9.98953,0.380674,-2.97575,1807.29,0.471239,0.15708,8.875,9.97456
190.82,0.389649,-2.9794,1807.5,0.471988,0.15708,8.88998,9.98953,0.385348,-2.97515,1807.38,0.471239,0.15708,8.875,9.97456
190.83,0.394328,-2.97878,1807.59,0.471988,0.15708,8.88998,9.98953,0.390021,-2.97454,1807.47,0.471239,0.15708,8.875,9.97456
190.84,0.399007,-2.97816,1807.68,0.471988,0.15708,8.88998,9.98953,0.394693,-2.97392,1807.56,0.471239,0.15708,8.875,9.97456
190.85,0.403684,-2.97753,1807.77,0.471988,0.15708,8.88998,9.98953,0.399364,-2.9733,1807.65,0.471239,0.15708,8.875,9.97456
190.86,0.408361,-2.97689,1807.86,0.471988,0.15708,8.88998,9.98953,0.404034,-2.97267,1807.74,0.471239,0.15708,8.875,9.97456
190.87,0.413036,-2.97624,1807.95,0.471988,0.15708,8.88998,9.98953,0.408703,-2.97203,1807.83,0.471239,0.15708,8.875,9.97456
190.88,0.417711,-2.97559,1808.04,0.471988,0.15708,8.88998,9.98953,0.413371,-2.97138,1807.92,0.471239,0.15708,8.875,9.97456
190.89,0.422385,-2.97493,1808.13,0.471988,0.15708,8.88998,9.98953,0.418038,-2.97073,1808.01,0.471239,0.15708,8.875,9.97456
190.9,0.427057,-2.97427,1808.22,0.471988,0.15708,8.88998,9.98953,0.422704,-2.97007,1808.1,0.471239,0.15708,8.875,9.97456
190.91,0.431728,-2.97359,1808.31,0.471988,0.15708,8.88998,9.98953,0.427369,-2.9694,1808.19,0.471239,0.15708,8.875,9.97456
190.92,0.436399,-2.97291,1808.4,0.471988,0.15708,8.88998,9.98953,0.432032,-2.96873,1808.28,0.471239,0.15708,8.875,9.97456
190.93,0.441068,-2.97222,1808.49,0.471988,0.15708,8.88998,9.98953,0.436695,-2.96805,1808.37,0.471239,0.15708,8.875,9.97456
190.94,0.445736,-2.97152,1808.58,0.471988,0.15708,8.88998,9.98953,0.441357,-2.96736,1808.46,0.471239,0.15708,8.875,9.97456
190.95,0.450403,-2.97082,1808.67,0.471988,0.15708,8.88998,9.98953,0.446017,-2.96666,1808.55,0.471239,0.15708,8.875,9.97456
190.96,0.455069,-2.97011,1808.76,0.471988,0.15708,8.88998,9.98953,0.450677,-2.96596,1808.64,0.471239,0.15708,8.875,9.97456
190.97,0.459734,-2.96939,1808.85,0.471988,0.15708,8.88998,9.98953,0.455335,-2.96524,1808.73,0.471239,0.15708,8.875,9.97456
190.98,0.464398,-2.96866,1808.94,0.471988,0.15708,8.88998,9.98953,0.459992,-2.96452,1808.82,0.471239,0.15708,8.875,9.97456
190.99,0.469061,-2.96793,1809.03,0.471988,0.15708,8.88998,9.98953,0.464648,-2.9638,1808.91,0.471239,0.15708,8.875,9.97456
191,0.473722,-2.96719,1809.12,0.471988,0.15708,8.88998,9.98953,0.469303,-2.96307,1809,0.471239,0.15708,8.875,9.97456
191.01,0.478382,-2.96644,1809.21,0.471988,0.15708,8.88998,9.98953,0.473957,-2.96232,1809.09,0.471239,0.15708,8.875,9.97456
191.02,0.483041,-2.96569,1809.3,0.471988,0.15708,8.88998,9.98953,0.47861,-2.96158,1809.18,0.471239,0.15708,8.875,9.97456
191.03,0.487699,-2.96493,1809.39,0.471988,0.15708,8.88998,9.98953,0.483261,-2.96082,1809.27,0.471239,0.15708,8.875,9.97456
191.04,0.492356,-2.96416,1809.48,0.471988,0.15708,8.88998,9.98953,0.487911,-2.96006,1809.36,0.471239,0.15708,8.875,9.97456
191.05,0.497012,-2.96338,1809.57,0.471988,0.15708,8.88998,9.98953,0.492561,-2.95929,1809.45,0.471239,0.15708,8.875,9.97456
191.06,0.501666,-2.96259,1809.66,0.471988,0.15708,8.88998,9.98953,0.497208,-2.95851,1809.54,0.471239,0.15708,8.875,9.97456
191.07,0.506319,-2.9618,1809.75,0.471988,0.15708,8.88998,9.98953,0.501855,-2.95773,1809.63,0.471239,0.15708,8.875,9.97456
191.08,0.510971,-2.961,1809.84,0.471988,0.15708,8.88998,9.98953,0.5065,-2.95693,1809.72,0.471239,0.15708,8.875,9.97456
191.09,0.515621,-2.9602,1809.93,0.471988,0.15708,8.88998,9.98953,0.511144,-2.95613,1809.81,0.471239,0.15708,8.875,9.97456
191.1,0.52027,-2.95938,1810.02,0.471988,0.15708,8.88998,9.98953,0.515787,-2.95533,1809.9,0.471239,0.15708,8.875,9.97456
191.11,0.524918,-2.95856,1810.11,0.471988,0.15708,8.88998,9.98953,0.520429,-2.95451,1809.99,0.471239,0.15708,8.875,9.97456
191.12,0.529565,-2.95773,1810.2,0.471988,0.15708,8.88998,9.98953,0.525069,-2.95369,1810.08,0.471239,0.15708,8.875,9.97456
191.13,0.53421,-2.9569,1810.29,0.471988,0.15708,8.88998,9.98953,0.529708,-2.95286,1810.17,0.471239,0.15708,8.875,9.97456
191.14,0.538854,-2.95606,1810.38,0.471988,0.15708,8.88998,9.98953,0.534346,-2.95203,1810.26,0.471239,0.15708,8.875,9.97456
191.15,0.543497,-2.95521,1810.47,0.471988,0.15708,8.88998,9.98953,0.538982,-2.95119,1810.35,0.471239,0.15708,8.875,9.97456
191.16,0.548138,-2.95435,1810.56,0.471988,0.15708,8.88998,9.98953,0.543617,-2.95034,1810.44,0.471239,0.15708,8.875,9.97456
191.17,0.552778,-2.95348,1810.65,0.471988,0.15708,8.88998,9.98953,0.548251,-2.94948,1810.53,0.471239,0.15708,8.875,9.97456
191.18,0.557417,-2.95261,1810.74,0.471988,0.15708,8.88998,9.98953,0.552883,-2.94861,1810.62,0.471239,0.15708,8.875,9.97456
191.19,0.562054,-2.95173,1810.83,0.471988,0.15708,8.88998,9.98953,0.557514,-2.94774,1810.71,0.471239,0.15708,8.875,9.97456
191.2,0.56669,-2.95085,1810.92,0.471988,0.15708,8.88998,9.98953,0.562144,-2.94686,1810.8,0.471239,0.15708,8.875,9.97456
191.21,0.571325,-2.94995,1811.01,0.471988,0.15708,8.88998,9.98953,0.566772,-2.94598,1810.89,0.471239,0.15708,8.875,9.97456
191.22,0.575958,-2.94905,1811.1,0.471988,0.15708,8.88998,9.98953,0.571399,-2.94508,1810.98,0.471239,0.15708,8.875,9.97456
191.23,0.580589,-2.94814,1811.19,0.471988,0.15708,8.88998,9.98953,0.576024,-2.94418,1811.07,0.471239,0.15708,8.875,9.97456
191.24,0.585219,-2.94723,1811.28,0.471988,0.15708,8.88998,9.98953,0.580648,-2.94327,1811.16,0.471239,0.15708,8.875,9.97456
191.25,0.589848,-2.9463,1811.37,0.471988,0.15708,8.88998,9.98953,0.585271,-2.94236,1811.25,0.471239,0.15708,8.875,9.97456
191.26,0.594476,-2.94537,1811.46,0.471988,0.15708,8.88998,9.98953,0.589892,-2.94143,1811.34,0.471239,0.15708,8.875,9.97456
191.27,0.599101,-2.94444,1811.55,0.471988,0.15708,8.88998,9.98953,0.594512,-2.9405,1811.43,0.471239,0.15708,8.875,9.97456
191.28,0.603726,-2.94349,1811.64,0.471988,0.15708,8.88998,9.98953,0.59913,-2.93957,1811.52,0.471239,0.15708,8.875,9.97456
191.29,0.608349,-2.94254,1811.73,0.471988,0.15708,8.88998,9.98953,0.603747,-2.93862,1811.61,0.471239,0.15708,8.875,9.97456
191.3,0.61297,-2.94158,1811.82,0.471988,0.15708,8.88998,9.98953,0.608362,-2.93767,1811.7,0.471239,0.15708,8.875,9.97456
191.31,0.61759,-2.94061,1811.91,0.471988,0.15708,8.88998,9.98953,0.612976,-2.93671,1811.79,0.471239,0.15708,8.875,9.97456
191.32,0.622208,-2.93964,1812,0.471988,0.15708,8.88998,9.98953,0.617588,-2.93574,1811.88,0.471239,0.15708,8.875,9.97456
191.33,0.626825,-2.93866,1812.09,0.471988,0.15708,8.88998,9.98953,0.622199,-2.93477,1811.97,0.471239,0.15708,8.875,9.97456
191.34,0.63144,-2.93767,1812.18,0.471988,0.15708,8.88998,9.98953,0.626808,-2.93379,1812.06,0.471239,0.15708,8.875,9.97456
191.35,0.636054,-2.93668,1812.27,0.471988,0.15708,8.88998,9.98953,0.631415,-2.9328,1812.15,0.471239,0.15708,8.875,9.97456
191.36,0.640666,-2.93567,1812.36,0.471988,0.15708,8.88998,9.98953,0.636021,-2.9318,1812.24,0.471239,0.15708,8.875,9.97456
191.37,0.645277,-2.93466,1812.45,0.471988,0.15708,8.88998,9.98953,0.640626,-2.9308,1812.33,0.471239,0.15708,8.875,9.97456
191.38,0.649886,-2.93365,1812.54,0.471988,0.15708,8.88998,9.98953,0.645229,-2.92979,1812.42,0.471239,0.15708,8.875,9.97456
191.39,0.654493,-2.93262,1812.63,0.471988,0.15708,8.88998,9.98953,0.64983,-2.92877,1812.51,0.471239,0.15708,8.875,9.97456
191.4,0.659099,-2.93159,1812.72,0.471988,0.15708,8.88998,9.98953,0.65443,-2.92775,1812.6,0.471239,0.15708,8.875,9.97456
191.41,0.663703,-2.93055,1812.81,0.471988,0.15708,8.88998,9.98953,0.659028,-2.92672,1812.69,0.471239,0.15708,8.875,9.97456
191.42,0.668305,-2.9295,1812.9,0.471988,0.15708,8.88998,9.98953,0.663624,-2.92568,1812.78,0.471239,0.15708,8.875,9.97456
191.43,0.672906,-2.92845,1812.99,0.471988,0.15708,8.88998,9.98953,0.668219,-2.92463,1812.87,0.471239,0.15708,8.875,9.97456
191.44,0.677505,-2.92739,1813.08,0.471988,0.15708,8.88998,9.98953,0.672812,-2.92358,1812.96,0.471239,0.15708,8.875,9.97456
191.45,0.682103,-2.92632,1813.17,0.471988,0.15708,8.88998,9.98953,0.677404,-2.92252,1813.05,0.471239,0.15708,8.875,9.97456
191.46,0.686699,-2.92525,1813.26,0.471988,0.15708,8.88998,9.98953,0.681994,-2.92145,1813.14,0.471239,0.15708,8.875,9.97456
191.47,0.691293,-2.92417,1813.35,0.471988,0.15708,8.88998,9.98953,0.686582,-2.92038,1813.23,0.471239,0.15708,8.875,9.97456
191.48,0.695885,-2.92308,1813.44,0.471988,0.15708,8.88998,9.98953,0.691168,-2.9193,1813.32,0.471239,0.15708,8.875,9.97456
191.49,0.700476,-2.92198,1813.53,0.471988,0.15708,8.88998,9.98953,0.695753,-2.91821,1813.41,0.471239,0.15708,8.875,9.97456
191.5,0.705065,-2.92088,1813.62,0.471988,0.15708,8.88998,9.98953,0.700336,-2.91711,1813.5,0.471239,0.15708,8.875,9.97456
191.51,0.709652,-2.91976,1813.71,0.471988,0.15708,8.88998,9.98953,0.704917,-2.91601,1813.59,0.471239,0.15708,8.875,9.97456
191.52,0.714238,-2.91865,1813.8,0.471988,0.15708,8.88998,9.98953,0.709497,-2.9149,1813.68,0.471239,0.15708,8.875,9.97456
191.53,0.718821,-2.91752,1813.89,0.471988,0.15708,8.88998,9.98953,0.714075,-2.91378,1813.77,0.471239,0.15708,8.875,9.97456
191.54,0.723403,-2.91639,1813.98,0.471988,0.15708,8.88998,9.98953,0.718651,-2.91265,1813.86,0.471239,0.15708,8.875,9.97456
191.55,0.727983,-2.91525,1814.07,0.471988,0.15708,8.88998,9.98953,0.723225,-2.91152,1813.95,0.471239,0.15708,8.875,9.97456
191.56,0.732562,-2.9141,1814.16,0.471988,0.15708,8.88998,9.98953,0.727798,-2.91038,1814.04,0.471239,0.15708,8.875,9.97456
191.57,0.737138,-2.91295,1814.25,0.471988,0.15708,8.88998,9.98953,0.732368,-2.90923,1814.13,0.471239,0.15708,8.875,9.97456
191.58,0.741713,-2.91179,1814.34,0.471988,0.15708,8.88998,9.98953,0.736937,-2.90808,1814.22,0.471239,0.15708,8.875,9.97456
191.59,0.746286,-2.91062,1814.43,0.471988,0.15708,8.88998,9.98953,0.741504,-2.90692,1814.31,0.471239,0.15708,8.875,9.97456
191.6,0.750857,-2.90944,1814.52,0.471988,0.15708,8.88998,9.98953,0.74607,-2.90575,1814.4,0.471239,0.15708,8.875,9.97456
191.61,0.755426,-2.90826,1814.61,0.471988,0.15708,8.88998,9.98953,0.750633,-2.90457,1814.49,0.471239,0.15708,8.875,9.97456
191.62,0.759994,-2.90707,1814.7,0.471988,0.15708,8.88998,9.98953,0.755195,-2.90339,1814.58,0.471239,0.15708,8.875,9.97456
191.63,0.764559,-2.90587,1814.79,0.471988,0.15708,8.88998,9.98953,0.759754,-2.9022,1814.67,0.471239,0.15708,8.875,9.97456
191.64,0.769123,-2.90467,1814.88,0.471988,0.15708,8.88998,9.98953,0.764312,-2.901,1814.76,0.471239,0.15708,8.875,9.97456
191.65,0.773684,-2.90345,1814.97,0.471988,0.15708,8.88998,9.98953,0.768868,-2.8998,1814.85,0.471239,0.15708,8.875,9.97456
191.66,0.778244,-2.90223,1815.06,0.471988,0.15708,8.88998,9.98953,0.773422,-2.89859,1814.94,0.471239,0.15708,8.875,9.97456
191.67,0.782802,-2.90101,1815.15,0.471988,0.15708,8.88998,9.98953,0.777974,-2.89737,1815.03,0.471239,0.15708,8.875,9.97456
191.68,0.787358,-2.89978,1815.24,0.471988,0.15708,8.88998,9.98953,0.782525,-2.89614,1815.12,0.471239,0.15708,8.875,9.97456
191.69,0.791912,-2.89854,1815.33,0.471988,0.15708,8.88998,9.98953,0.787073,-2.89491,1815.21,0.471239,0.15708,8.875,9.97456
191.7,0.796464,-2.89729,1815.42,0.471988,0.15708,8.88998,9.98953,0.791619,-2.89367,1815.3,0.471239,0.15708,8.875,9.97456
191.71,0.801014,-2.89603,1815.51,0.471988,0.15708,8.88998,9.98953,0.796164,-2.89243,1815.39,0.471239,0.15708,8.875,9.97456
191.72,0.805562,-2.89477,1815.6,0.471988,0.15708,8.88998,9.98953,0.800706,-2.89117,1815.48,0.471239,0.15708,8.875,9.97456
191.73,0.810108,-2.8935,1815.69,0.471988,0.15708,8.88998,9.98953,0.805246,-2.88991,1815.57,0.471239,0.15708,8.875,9.97456
191.74,0.814652,-2.89223,1815.78,0.471988,0.15708,8.88998,9.98953,0.809785,-2.88864,1815.66,0.471239,0.15708,8.875,9.97456
191.75,0.819194,-2.89094,1815.87,0.471988,0.15708,8.88998,9.98953,0.814321,-2.88737,1815.75,0.471239,0.15708,8.875,9.97456
191.76,0.823734,-2.88965,1815.96,0.471988,0.15708,8.88998,9.98953,0.818856,-2.88608,1815.84,0.471239,0.15708,8.875,9.97456
191.77,0.828272,-2.88836,1816.05,0.471988,0.15708,8.88998,9.98953,0.823388,-2.88479,1815.93,0.471239,0.15708,8.875,9.97456
191.78,0.832808,-2.88705,1816.14,0.471988,0.15708,8.88998,9.98953,0.827919,-2.8835,1816.02,0.471239,0.15708,8.875,9.97456
191.79,0.837342,-2.88574,1816.23,0.471988,0.15708,8.88998,9.98953,0.832447,-2.88219,1816.11,0.471239,0.15708,8.875,9.97456
191.8,0.841874,-2.88442,1816.32,0.471988,0.15708,8.88998,9.98953,0.836973,-2.88088,1816.2,0.471239,0.15708,8.875,9.97456
191.81,0.846404,-2.88309,1816.41,0.471988,0.15708,8.88998,9.98953,0.841498,-2.87956,1816.29,0.471239,0.15708,8.875,9.97456
191.82,0.850932,-2.88176,1816.5,0.471988,0.15708,8.88998,9.98953,0.84602,-2.87824,1816.38,0.471239,0.15708,8.875,9.97456
191.83,0.855457,-2.88042,1816.59,0.471988,0.15708,8.88998,9.98953,0.85054,-2.8769,1816.47,0.471239,0.15708,8.875,9.97456
191.84,0.859981,-2.87907,1816.68,0.471988,0.15708,8.88998,9.98953,0.855058,-2.87557,1816.56,0.471239,0.15708,8.875,9.97456
191.85,0.864502,-2.87772,1816.77,0.471988,0.15708,8.88998,9.98953,0.859574,-2.87422,1816.65,0.471239,0.15708,8.875,9.97456
191.86,0.869021,-2.87636,1816.86,0.471988,0.15708,8.88998,9.98953,0.864087,-2.87286,1816.74,0.471239,0.15708,8.875,9.97456
191.87,0.873539,-2.87499,1816.95,0.471988,0.15708,8.88998,9.98953,0.868599,-2.8715,1816.83,0.471239,0.15708,8.875,9.97456
191.88,0.878053,-2.87361,1817.04,0.471988,0.15708,8.88998,9.98953,0.873109,-2.87014,1816.92,0.471239,0.15708,8.875,9.97456
191.89,0.882566,-2.87223,1817.13,0.471988,0.15708,8.88998,9.98953,0.877616,-2.86876,1817.01,0.471239,0.15708,8.875,9.97456
191.9,0.887077,-2.87084,1817.22,0.471988,0.15708,8.88998,9.98953,0.882121,-2.86738,1817.1,0.471239,0.15708,8.875,9.97456
191.91,0.891585,-2.86944,1817.31,0.471988,0.15708,8.88998,9.98953,0.886624,-2.86599,1817.19,0.471239,0.15708,8.875,9.97456
191.92,0.896091,-2.86804,1817.4,0.471988,0.15708,8.88998,9.98953,0.891125,-2.86459,1817.28,0.471239,0.15708,8.875,9.97456
191.93,0.900595,-2.86663,1817.49,0.471988,0.15708,8.88998,9.98953,0.895623,-2.86319,1817.37,0.471239,0.15708,8.875,9.97456
191.94,0.905097,-2.86521,1817.58,0.471988,0.15708,8.88998,9.98953,0.90012,-2.86178,1817.46,0.471239,0.15708,8.875,9.97456
191.95,0.909597,-2.86379,1817.67,0.471988,0.15708,8.88998,9.98953,0.904614,-2.86036,1817.55,0.471239,0.15708,8.875,9.97456
191.96,0.914094,-2.86235,1817.76,0.471988,0.15708,8.88998,9.98953,0.909106,-2.85894,1817.64,0.471239,0.15708,8.875,9.97456
191.97,0.918589,-2.86091,1817.85,0.471988,0.15708,8.88998,9.98953,0.913595,-2.85751,1817.73,0.471239,0.15708,8.875,9.97456
191.98,0.923082,-2.85947,1817.94,0.471988,0.15708,8.88998,9.98953,0.918083,-2.85607,1817.82,0.471239,0.15708,8.875,9.97456
191.99,0.927572,-2.85801,1818.03,0.471988,0.15708,8.88998,9.98953,0.922568,-2.85462,1817.91,0.471239,0.15708,8.875,9.97456
192,0.932061,-2.85655,1818.12,0.471988,0.15708,8.88998,9.98953,0.927051,-2.85317,1818,0.471239,0.15708,8.875,9.97456
192.01,0.936547,-2.85509,1818.21,0.471988,0.15708,8.88998,9.98953,0.931532,-2.85171,1818.09,0.471239,0.15708,8.875,9.97456
192.02,0.94103,-2.85361,1818.3,0.471988,0.15708,8.88998,9.98953,0.93601,-2.85024,1818.18,0.471239,0.15708,8.875,9.97456
192.03,0.945511,-2.85213,1818.39,0.471988,0.15708,8.88998,9.98953,0.940486,-2.84877,1818.27,0.471239,0.15708,8.875,9.97456
192.04,0.94999,-2.85064,1818.48,0.471988,0.15708,8.88998,9.98953,0.94496,-2.84729,1818.36,0.471239,0.15708,8.875,9.97456
192.05,0.954467,-2.84914,1818.57,0.471988,0.15708,8.88998,9.98953,0.949431,-2.8458,1818.45,0.471239,0.15708,8.875,9.97456
192.06,0.958941,-2.84764,1818.66,0.471988,0.15708,8.88998,9.98953,0.9539,-2.84431,1818.54,0.471239,0.15708,8.875,9.97456
192.07,0.963413,-2.84613,1818.75,0.471988,0.15708,8.88998,9.98953,0.958367,-2.8428,1818.63,0.471239,0.15708,8.875,9.97456
192.08,0.967883,-2.84461,1818.84,0.471988,0.15708,8.88998,9.98953,0.962831,-2.84129,1818.72,0.471239,0.15708,8.875,9.97456
192.09,0.97235,-2.84309,1818.93,0.471988,0.15708,8.88998,9.98953,0.967293,-2.83978,1818.81,0.471239,0.15708,8.875,9.97456
192.1,0.976814,-2.84156,1819.02,0.471988,0.15708,8.88998,9.98953,0.971752,-2.83826,1818.9,0.471239,0.15708,8.875,9.97456
192.11,0.981277,-2.84002,1819.11,0.471988,0.15708,8.88998,9.98953,0.976209,-2.83673,1818.99,0.471239,0.15708,8.875,9.97456
192.12,0.985737,-2.83848,1819.2,0.471988,0.15708,8.88998,9.98953,0.980664,-2.83519,1819.08,0.471239,0.15708,8.875,9.97456
192.13,0.990194,-2.83693,1819.29,0.471988,0.15708,8.88998,9.98953,0.985116,-2.83365,1819.17,0.471239,0.15708,8.875,9.97456
192.14,0.994649,-2.83537,1819.38,0.471988,0.15708,8.88998,9.98953,0.989566,-2.83209,1819.26,0.471239,0.15708,8.875,9.97456
192.15,0.999102,-2.8338,1819.47,0.471988,0.15708,8.88998,9.98953,0.994014,-2.83054,1819.35,0.471239,0.15708,8.875,9.97456
192.16,1.00355,-2.83223,1819.56,0.471988,0.15708,8.88998,9.98953,0.998459,-2.82897,1819.44,0.471239,0.15708,8.875,9.97456
192.17,1.008,-2.83065,1819.65,0.471988,0.15708,8.88998,9.98953,1.0029,-2.8274,1819.53,0.471239,0.15708,8.875,9.97456
192.18,1.01244,-2.82906,1819.74,0.471988,0.15708,8.88998,9.98953,1.00734,-2.82582,1819.62,0.471239,0.15708,8.875,9.97456
192.19,1.01689,-2.82747,1819.83,0.471988,0.15708,8.88998,9.98953,1.01178,-2.82424,1819.71,0.471239,0.15708,8.875,9.97456
192.2,1.02133,-2.82587,1819.92,0.471988,0.15708,8.88998,9.98953,1.01621,-2.82264,1819.8,0.471239,0.15708,8.875,9.97456
192.21,1.02576,-2.82426,1820.01,0.471988,0.15708,8.88998,9.98953,1.02065,-2.82104,1819.89,0.471239,0.15708,8.875,9.97456
192.22,1.0302,-2.82264,1820.1,0.471988,0.15708,8.88998,9.98953,1.02508,-2.81944,1819.98,0.471239,0.15708,8.875,9.97456
192.23,1.03463,-2.82102,1820.19,0.471988,0.15708,8.88998,9.98953,1.0295,-2.81782,1820.07,0.471239,0.15708,8.875,9.97456
192.24,1.03906,-2.81939,1820.28,0.471988,0.15708,8.88998,9.98953,1.03393,-2.8162,1820.16,0.471239,0.15708,8.875,9.97456
192.25,1.04349,-2.81776,1820.37,0.471988,0.15708,8.88998,9.98953,1.03835,-2.81457,1820.25,0.471239,0.15708,8.875,9.97456
192.26,1.04791,-2.81612,1820.46,0.471988,0.15708,8.88998,9.98953,1.04277,-2.81294,1820.34,0.471239,0.15708,8.875,9.97456
192.27,1.05234,-2.81447,1820.55,0.471988,0.15708,8.88998,9.98953,1.04719,-2.8113,1820.43,0.471239,0.15708,8.875,9.97456
192.28,1.05676,-2.81281,1820.64,0.471988,0.15708,8.88998,9.98953,1.0516,-2.80965,1820.52,0.471239,0.15708,8.875,9.97456
192.29,1.06117,-2.81115,1820.73,0.471988,0.15708,8.88998,9.98953,1.05602,-2.80799,1820.61,0.471239,0.15708,8.875,9.97456
192.3,1.06559,-2.80948,1820.82,0.471988,0.15708,8.88998,9.98953,1.06042,-2.80633,1820.7,0.471239,0.15708,8.875,9.97456
192.31,1.07,-2.8078,1820.91,0.471988,0.15708,8.88998,9.98953,1.06483,-2.80466,1820.79,0.471239,0.15708,8.875,9.97456
192.32,1.07441,-2.80611,1821,0.471988,0.15708,8.88998,9.98953,1.06924,-2.80299,1820.88,0.471239,0.15708,8.875,9.97456
192.33,1.07882,-2.80442,1821.09,0.471988,0.15708,8.88998,9.98953,1.07364,-2.8013,1820.97,0.471239,0.15708,8.875,9.97456
192.34,1.08322,-2.80272,1821.18,0.471988,0.15708,8.88998,9.98953,1.07804,-2.79961,1821.06,0.471239,0.15708,8.875,9.97456
192.35,1.08762,-2.80102,1821.27,0.471988,0.15708,8.88998,9.98953,1.08243,-2.79792,1821.15,0.471239,0.15708,8.875,9.97456
192.36,1.09202,-2.79931,1821.36,0.471988,0.15708,8.88998,9.98953,1.08683,-2.79621,1821.24,0.471239,0.15708,8.875,9.97456
192.37,1.09641,-2.79759,1821.45,0.471988,0.15708,8.88998,9.98953,1.09122,-2.7945,1821.33,0.471239,0.15708,8.875,9.97456
192.38,1.10081,-2.79586,1821.54,0.471988,0.15708,8.88998,9.98953,1.09561,-2.79279,1821.42,0.471239,0.15708,8.875,9.97456
192.39,1.1052,-2.79413,1821.63,0.471988,0.15708,8.88998,9.98953,1.09999,-2.79106,1821.51,0.471239,0.15708,8.875,9.97456
192.4,1.10959,-2.79239,1821.72,0.471988,0.15708,8.88998,9.98953,1.10437,-2.78933,1821.6,0.471239,0.15708,8.875,9.97456
192.41,1.11397,-2.79065,1821.81,0.471988,0.15708,8.88998,9.98953,1.10875,-2.78759,1821.69,0.471239,0.15708,8.875,9.97456
192.42,1.11835,-2.78889,1821.9,0.471988,0.15708,8.88998,9.98953,1.11313,-2.78585,1821.78,0.471239,0.15708,8.875,9.97456
192.43,1.12273,-2.78713,1821.99,0.471988,0.15708,8.88998,9.98953,1.11751,-2.78409,1821.87,0.471239,0.15708,8.875,9.97456
192.44,1.12711,-2.78536,1822.08,0.471988,0.15708,8.88998,9.98953,1.12188,-2.78234,1821.96,0.471239,0.15708,8.875,9.97456
192.45,1.13148,-2.78359,1822.17,0.471988,0.15708,8.88998,9.98953,1.12625,-2.78057,1822.05,0.471239,0.15708,8.875,9.97456
192.46,1.13585,-2.78181,1822.26,0.471988,0.15708,8.88998,9.98953,1.13061,-2.7788,1822.14,0.471239,0.15708,8.875,9.97456
192.47,1.14022,-2.78002,1822.35,0.471988,0.15708,8.88998,9.98953,1.13498,-2.77702,1822.23,0.471239,0.15708,8.875,9.97456
192.48,1.14459,-2.77823,1822.44,0.471988,0.15708,8.88998,9.98953,1.13934,-2.77523,1822.32,0.471239,0.15708,8.875,9.97456
192.49,1.14895,-2.77643,1822.53,0.471988,0.15708,8.88998,9.98953,1.1437,-2.77344,1822.41,0.471239,0.15708,8.875,9.97456
192.5,1.15331,-2.77462,1822.62,0.471988,0.15708,8.88998,9.98953,1.14805,-2.77164,1822.5,0.471239,0.15708,8.875,9.97456
192.51,1.15767,-2.7728,1822.71,0.471988,0.15708,8.88998,9.98953,1.1524,-2.76983,1822.59,0.471239,0.15708,8.875,9.97456
192.52,1.16202,-2.77098,1822.8,0.471988,0.15708,8.88998,9.98953,1.15675,-2.76802,1822.68,0.471239,0.15708,8.875,9.97456
192.53,1.16637,-2.76915,1822.89,0.471988,0.15708,8.88998,9.98953,1.1611,-2.7662,1822.77,0.471239,0.15708,8.875,9.97456
192.54,1.17072,-2.76732,1822.98,0.471988,0.15708,8.88998,9.98953,1.16544,-2.76437,1822.86,0.471239,0.15708,8.875,9.97456
192.55,1.17507,-2.76547,1823.07,0.471988,0.15708,8.88998,9.98953,1.16978,-2.76254,1822.95,0.471239,0.15708,8.875,9.97456
192.56,1.17941,-2.76363,1823.16,0.471988,0.15708,8.88998,9.98953,1.17412,-2.7607,1823.04,0.471239,0.15708,8.875,9.97456
